purchaseID|customerID|orderPrice|purchaseDate
246|1160|183.05|02/10/2018
247|646|138.04|19/06/2019
248|2697|24.41|31/07/2018
249|1143|164.14|01/07/2018
250|1135|181.36|06/02/2019
251|2162|51.52|30/01/2019
252|1664|11.54|22/03/2018
253|2945|139.16|22/02/2018
254|1258|80.17|20/06/2018
255|625|132.41|13/06/2018
256|2964|186.79|13/12/2018
257|2654|156.29|25/07/2019
258|2033|160.23|25/02/2018
259|40|59.42|04/07/2018
260|375|129.20|13/09/2018
261|31|82.50|04/11/2018
262|2340|29.41|23/08/2019
263|2433|114.79|03/07/2019
264|2943|146.65|23/03/2018
265|2877|182.87|12/03/2018
266|1201|110.01|22/04/2019
267|2575|56.47|21/01/2019
268|2740|199.37|06/09/2018
269|336|101.91|06/03/2018
270|610|112.75|18/11/2018
271|1704|165.49|13/06/2018
272|1575|135.56|25/01/2018
273|1448|99.31|11/08/2019
274|1351|144.36|14/02/2018
275|2993|91.33|20/02/2019
276|2584|186.64|17/02/2019
277|1559|109.03|18/02/2019
278|1787|159.07|23/02/2019
279|1413|2.68|19/11/2018
280|308|63.75|02/12/2018
281|2791|117.67|04/08/2018
282|2161|63.28|21/04/2019
283|1851|120.51|08/01/2018
284|2074|120.86|26/08/2018
285|867|63.62|30/04/2019
286|2730|174.92|19/05/2019
287|2154|108.09|25/07/2019
288|1995|165.48|28/08/2018
289|1567|11.48|10/07/2018
290|2383|23.94|08/08/2019
291|580|113.55|19/09/2019
292|1785|154.09|25/05/2018
293|2156|133.43|03/03/2018
294|2835|130.13|23/07/2019
295|740|112.35|16/02/2019
296|1410|65.47|30/11/2018
297|1785|188.20|16/01/2019
298|848|98.02|16/07/2019
299|966|131.30|02/05/2018
300|1350|53.44|21/02/2019
301|370|12.19|02/10/2018
302|111|97.42|31/12/2017
303|1282|56.60|12/10/2019
304|2411|175.29|17/03/2019
305|1642|13.45|27/03/2019
306|103|89.63|18/06/2018
307|1416|86.45|09/06/2018
308|2431|29.16|20/07/2019
309|2811|114.41|03/09/2018
310|369|152.64|21/11/2018
311|497|150.64|28/09/2018
312|598|106.31|07/11/2019
313|2919|100.72|19/05/2019
314|1762|155.01|23/10/2018
315|1356|174.90|24/05/2019
316|1835|98.98|29/12/2017
317|1248|103.00|12/07/2019
318|2397|134.30|05/09/2018
319|2578|186.30|20/07/2019
320|1078|123.44|08/04/2019
321|1880|177.03|08/02/2018
322|113|101.40|20/10/2019
323|2117|89.28|22/11/2017
324|1520|38.10|12/12/2018
325|1556|32.73|07/01/2018
326|2831|120.33|20/02/2019
327|2754|171.66|27/02/2019
328|2886|106.59|15/02/2019
329|560|14.63|14/04/2019
330|1685|190.45|22/07/2019
331|2197|89.01|05/08/2019
332|408|63.31|05/01/2018
333|1713|95.58|28/05/2018
334|2725|197.65|24/10/2018
335|1484|183.73|05/03/2019
336|1700|170.93|20/04/2018
337|1175|170.06|24/05/2019
338|252|81.68|06/11/2019
339|2243|82.43|08/06/2019
340|2073|84.00|22/06/2018
341|1187|122.65|23/03/2019
342|1496|100.48|17/12/2017
343|1514|190.20|17/04/2019
344|1668|97.92|17/06/2018
345|2134|20.28|02/09/2018
346|1981|33.56|08/05/2018
347|1826|196.98|02/01/2019
348|294|27.75|19/08/2019
349|55|139.94|13/11/2019
350|2959|111.34|01/10/2019
351|1656|145.64|28/04/2019
352|505|147.87|07/01/2018
353|3005|162.28|12/06/2019
354|2107|42.39|04/05/2018
355|1179|19.20|16/11/2019
356|2585|29.00|20/08/2018
357|542|15.85|16/08/2019
358|1651|15.49|20/08/2018
359|511|111.49|15/08/2018
360|1612|13.79|02/03/2019
361|2638|42.85|09/08/2018
362|267|128.56|19/12/2018
363|1831|100.43|27/08/2019
364|806|159.24|05/12/2018
365|223|4.79|12/07/2018
366|2601|3.13|29/12/2017
367|836|153.67|16/10/2018
368|1237|56.65|08/12/2017
369|1357|39.40|11/06/2019
370|2970|69.82|09/07/2018
371|1566|54.96|04/09/2019
372|1557|105.35|21/07/2018
373|1274|80.17|09/08/2018
374|1819|76.38|28/05/2019
375|1914|50.57|06/07/2018
376|2152|168.54|13/06/2019
377|2869|190.12|05/10/2018
378|1832|113.07|10/10/2018
379|1756|4.87|21/11/2017
380|178|193.87|01/03/2019
381|1215|58.89|25/11/2018
382|1811|182.81|03/11/2018
383|1567|110.02|22/09/2018
384|2674|19.32|09/01/2018
385|90|170.12|02/09/2018
386|2627|163.49|11/05/2018
387|2394|53.36|08/10/2019
388|2410|148.59|19/08/2019
389|2697|52.32|08/09/2018
390|2834|126.01|10/10/2019
391|2631|122.41|16/06/2019
392|1652|2.43|24/06/2018
393|1003|6.55|13/02/2019
394|1599|29.49|20/04/2019
395|975|123.37|19/02/2019
396|2900|36.42|14/12/2017
397|2558|56.18|11/05/2018
398|2475|133.90|17/03/2018
399|750|144.27|07/11/2019
400|994|147.91|07/03/2018
401|2516|95.16|18/03/2018
402|306|75.29|03/01/2019
403|1317|83.39|26/04/2019
404|2909|81.59|17/02/2019
405|2628|147.43|05/10/2019
406|534|74.37|12/07/2018
407|2255|68.68|26/06/2018
408|1252|86.72|06/10/2019
409|1577|117.50|12/02/2018
410|999|30.00|06/10/2019
411|1558|186.77|12/11/2019
412|2295|191.59|11/03/2018
413|2269|86.03|15/03/2018
414|2886|31.45|01/09/2019
415|2039|89.10|21/06/2019
416|1814|183.29|18/06/2019
417|235|150.13|22/07/2018
418|3004|18.96|13/12/2018
419|2613|161.42|09/05/2018
420|583|90.30|19/07/2018
421|731|62.30|29/12/2018
422|2359|98.70|07/02/2018
423|1367|98.97|05/01/2018
424|2402|29.91|30/08/2019
425|1545|67.46|17/03/2018
426|14|44.04|30/09/2019
427|1261|179.52|01/12/2017
428|2445|92.72|01/12/2017
429|2025|96.61|08/07/2018
430|210|78.22|24/06/2019
431|380|130.81|11/09/2018
432|568|91.86|28/04/2018
433|2214|138.96|21/04/2018
434|2402|55.31|24/02/2018
435|724|116.89|15/08/2018
436|370|120.39|26/04/2019
437|2833|36.55|18/03/2019
438|1741|98.63|19/12/2017
439|1904|113.30|06/05/2018
440|3|93.69|21/12/2017
441|1100|183.42|14/07/2018
442|737|128.26|09/05/2019
443|216|29.63|18/02/2018
444|1945|126.33|22/07/2019
445|31|138.00|19/06/2018
446|1470|70.02|08/10/2019
447|314|173.61|15/04/2018
448|141|196.54|27/04/2019
449|1861|98.29|08/01/2019
450|1054|16.64|15/08/2019
451|836|149.54|09/07/2019
452|2979|117.50|17/05/2019
453|958|154.95|18/04/2019
454|2666|140.52|13/10/2018
455|494|16.47|03/04/2019
456|133|2.53|23/02/2019
457|975|173.47|30/09/2019
458|1006|122.75|13/10/2018
459|2968|44.46|06/11/2018
460|2698|157.66|23/12/2018
461|2756|147.50|24/03/2018
462|1018|26.41|29/08/2018
463|1357|82.58|28/06/2019
464|496|168.85|10/10/2019
465|1046|20.00|27/10/2018
466|3005|70.86|30/12/2017
467|231|162.28|17/10/2019
468|913|40.09|10/10/2018
469|1979|129.65|30/06/2018
470|1859|173.28|09/04/2019
471|1864|58.82|12/10/2018
472|1123|118.65|02/01/2018
473|823|80.35|14/11/2019
474|2104|89.94|15/11/2019
475|1203|26.31|09/03/2018
476|1848|16.70|09/01/2018
477|1725|124.51|13/03/2018
478|1956|106.28|13/01/2018
479|2774|92.18|27/03/2018
480|2944|100.03|07/11/2018
481|823|81.99|31/01/2019
482|1170|108.08|01/10/2019
483|2900|3.23|28/11/2018
484|2209|26.09|28/10/2019
485|172|151.52|29/11/2017
486|1864|116.80|05/02/2018
487|2835|58.99|29/07/2018
488|1385|20.70|13/06/2018
489|1829|69.26|21/07/2018
490|1315|33.09|07/05/2018
491|2780|25.40|17/01/2018
492|1713|145.27|23/05/2018
493|1150|140.83|26/08/2018
494|625|148.84|12/11/2018
495|2569|139.18|06/01/2018
496|264|145.83|09/06/2018
497|1537|24.31|04/11/2019
498|2869|98.73|09/11/2019
499|1470|165.80|16/11/2019
500|1110|129.76|12/01/2018
501|918|88.14|09/01/2018
502|332|168.23|05/04/2019
503|2788|141.16|21/03/2018
504|1386|145.70|05/05/2019
505|1646|37.12|30/08/2019
506|1664|174.62|08/12/2017
507|586|170.04|29/08/2018
508|278|9.92|12/11/2019
509|1569|40.28|26/08/2018
510|1267|128.56|17/10/2019
511|29|152.02|25/01/2018
512|576|164.27|05/02/2019
513|317|133.65|04/01/2019
514|721|3.45|13/04/2018
515|1387|49.59|07/05/2018
516|2886|55.63|09/02/2019
517|119|78.12|02/02/2018
518|2630|175.35|08/07/2019
519|2825|29.58|28/02/2018
520|170|195.93|12/06/2019
521|512|148.85|22/02/2018
522|2217|129.04|17/08/2019
523|444|180.77|19/07/2019
524|2270|96.21|22/08/2019
525|2299|13.35|21/11/2018
526|2681|152.06|20/09/2018
527|1192|106.55|11/09/2018
528|2715|13.76|07/10/2018
529|743|37.62|13/11/2018
530|1726|31.96|02/02/2019
531|1229|140.59|17/04/2018
532|3003|111.62|11/11/2019
533|1947|43.29|10/07/2019
534|972|40.03|19/06/2019
535|1132|154.35|06/05/2019
536|496|65.66|18/12/2018
537|2649|48.90|22/04/2018
538|2157|16.09|09/09/2018
539|827|2.11|01/02/2019
540|2119|111.11|22/02/2019
541|1629|98.08|22/05/2019
542|118|45.07|02/06/2019
543|250|137.46|13/04/2018
544|614|154.76|09/01/2019
545|710|67.15|26/09/2019
546|2687|167.11|15/09/2019
547|1775|129.19|09/04/2019
548|1522|162.09|22/04/2018
549|2372|142.68|24/01/2019
550|538|72.14|07/12/2018
551|2237|136.97|08/09/2018
552|1478|136.62|26/09/2019
553|1743|52.44|08/04/2019
554|601|116.27|23/07/2018
555|850|106.69|15/09/2019
556|2784|65.31|03/01/2019
557|2976|148.83|21/12/2018
558|1418|150.11|06/08/2018
559|1194|88.89|12/02/2018
560|1462|44.75|31/08/2018
561|2139|199.64|26/10/2019
562|2084|162.10|04/11/2018
563|1409|116.87|19/12/2017
564|2927|46.55|21/07/2019
565|2307|198.37|15/03/2018
566|2181|40.90|11/11/2019
567|1087|30.35|27/07/2018
568|1551|149.03|15/02/2019
569|2377|68.20|14/06/2019
570|2970|74.04|17/12/2017
571|1343|73.46|27/05/2019
572|2264|91.53|25/03/2018
573|328|137.97|20/06/2019
574|2068|101.15|08/01/2019
575|2510|140.22|02/07/2019
576|247|69.92|19/01/2019
577|1893|33.34|30/06/2019
578|827|136.49|08/07/2018
579|1895|156.65|27/07/2019
580|1564|46.85|20/05/2019
581|1379|111.70|08/06/2019
582|3004|64.28|09/11/2018
583|2580|81.95|03/05/2018
584|1547|53.40|28/03/2019
585|1168|68.92|15/12/2018
586|1035|14.89|29/12/2018
587|545|134.05|04/02/2019
588|317|57.24|04/07/2018
589|1283|87.93|27/04/2018
590|289|118.11|22/11/2017
591|1338|191.43|13/06/2019
592|2237|129.67|10/04/2019
593|695|135.12|11/08/2018
594|1299|8.73|29/03/2018
595|254|68.12|18/04/2018
596|2477|14.34|26/12/2018
597|1981|52.85|19/02/2018
598|978|152.67|31/05/2018
599|2375|21.11|28/03/2018
600|2638|10.22|30/09/2018
601|1186|72.25|11/05/2019
602|568|47.50|04/06/2018
603|64|29.24|02/07/2019
604|510|6.71|22/08/2018
605|2869|196.00|24/09/2018
606|1927|90.74|28/02/2018
607|2287|11.56|22/11/2017
608|2610|35.52|13/04/2019
609|388|77.90|25/04/2019
610|2041|80.81|17/08/2018
611|2869|82.20|17/02/2019
612|650|172.11|09/03/2018
613|455|49.22|27/02/2018
614|1463|123.38|08/03/2018
615|2121|71.37|10/02/2018
616|2221|153.40|16/05/2019
617|2879|167.35|04/02/2018
618|2990|84.68|30/08/2018
619|485|179.31|13/10/2019
620|452|40.59|03/02/2019
621|749|92.31|16/02/2019
622|542|128.54|30/12/2017
623|2710|82.16|07/07/2018
624|1586|192.49|05/07/2018
625|884|62.55|08/05/2019
626|603|130.40|31/05/2018
627|351|2.57|05/09/2018
628|1076|83.63|01/03/2018
629|12|127.13|25/02/2018
630|287|27.35|30/10/2019
631|1329|138.92|07/05/2019
632|2865|161.58|12/11/2019
633|2069|90.38|16/11/2019
634|2657|102.36|15/12/2017
635|2708|167.68|07/08/2019
636|2571|25.09|12/02/2019
637|1358|106.91|21/02/2019
638|1801|77.77|11/02/2019
639|496|199.43|23/01/2018
640|1679|16.94|05/01/2018
641|1883|30.13|09/10/2018
642|1340|128.70|26/11/2018
643|270|144.90|02/07/2019
644|86|17.69|10/08/2019
645|2748|184.38|11/06/2019
646|1397|54.78|28/04/2019
647|1520|181.01|03/05/2018
648|592|17.60|19/02/2018
649|809|18.83|28/07/2019
650|73|145.73|08/04/2018
651|2094|61.96|26/02/2018
652|1619|100.85|03/11/2018
653|171|199.46|18/10/2018
654|2108|187.54|12/05/2018
655|80|158.49|29/09/2019
656|2323|43.55|25/07/2019
657|130|155.22|31/03/2018
658|2768|100.18|26/12/2018
659|2307|82.66|14/12/2018
660|498|123.82|07/01/2018
661|97|18.27|20/02/2018
662|659|91.40|10/11/2019
663|111|29.13|04/04/2019
664|2011|8.70|04/12/2018
665|2576|37.63|29/03/2019
666|1961|159.86|17/04/2018
667|1351|63.72|04/12/2017
668|2880|22.90|23/06/2019
669|1933|38.02|17/08/2019
670|2404|193.18|20/03/2018
671|1353|110.80|24/07/2018
672|1340|115.84|25/08/2018
673|127|64.86|18/06/2019
674|1456|111.20|30/03/2018
675|1808|198.23|05/04/2019
676|1410|140.69|20/04/2018
677|2561|52.82|23/08/2019
678|1717|124.07|01/10/2018
679|2037|23.13|18/07/2018
680|157|98.26|15/02/2018
681|2074|151.42|18/06/2018
682|731|189.30|04/02/2019
683|264|185.47|01/10/2018
684|1856|155.53|02/07/2018
685|272|5.37|06/10/2018
686|1869|40.10|07/02/2018
687|71|109.68|02/02/2019
688|1992|31.64|29/08/2018
689|1221|122.81|22/08/2019
690|1796|47.80|16/01/2018
691|1341|87.73|15/09/2019
692|482|25.07|29/06/2019
693|752|172.32|05/05/2018
694|2741|39.55|30/07/2018
695|724|8.42|29/06/2018
696|886|196.16|02/08/2019
697|2451|194.45|22/08/2019
698|2933|124.86|17/05/2019
699|106|188.01|16/07/2019
700|2449|57.59|07/05/2018
701|2921|131.84|03/12/2018
702|108|148.06|10/08/2019
703|825|101.64|24/04/2019
704|1886|166.33|18/02/2019
705|1428|91.43|22/07/2018
706|2927|93.65|29/03/2019
707|1648|65.98|21/10/2019
708|1905|198.77|02/08/2019
709|2877|181.55|08/01/2018
710|693|112.27|05/11/2019
711|2298|141.27|08/06/2019
712|1231|176.43|19/06/2018
713|688|152.22|15/10/2019
714|2485|194.49|20/09/2019
715|2712|123.75|09/11/2019
716|633|146.36|26/11/2017
717|2016|131.89|17/08/2018
718|35|42.92|26/04/2018
719|2947|41.94|14/11/2019
720|1830|91.06|14/07/2019
721|2385|85.27|27/07/2019
722|118|63.52|05/11/2019
723|2542|4.00|17/03/2019
724|500|132.95|06/12/2017
725|2508|30.66|10/12/2017
726|528|20.58|09/08/2018
727|2471|155.36|16/03/2019
728|2504|74.47|03/06/2018
729|1789|54.25|18/10/2019
730|2035|155.12|19/10/2018
731|1814|169.77|25/12/2018
732|2617|31.49|09/02/2018
733|2985|194.94|16/07/2018
734|1985|47.09|16/04/2018
735|2189|187.99|25/02/2018
736|577|96.30|14/05/2019
737|3005|59.48|01/10/2018
738|264|188.37|31/10/2019
739|2032|111.20|29/10/2019
740|2764|16.49|28/02/2018
741|112|151.91|07/05/2018
742|1403|192.02|28/06/2018
743|722|84.44|05/10/2019
744|2918|178.36|25/03/2018
745|425|106.33|30/08/2018
746|704|123.69|05/03/2019
747|620|196.12|13/07/2019
748|836|165.35|07/04/2019
749|94|147.29|29/12/2018
750|2600|71.27|14/03/2018
751|212|66.00|28/12/2018
752|267|123.19|09/10/2018
753|761|186.25|08/10/2019
754|418|10.82|12/08/2019
755|607|148.13|08/11/2018
756|2911|54.57|21/01/2019
757|1654|107.94|24/02/2019
758|388|128.99|03/01/2019
759|1438|145.65|22/10/2019
760|2692|54.92|22/12/2017
761|1412|69.97|11/06/2018
762|1358|120.20|18/04/2018
763|1637|65.52|10/10/2018
764|1724|19.94|07/03/2018
765|1110|135.14|07/02/2019
766|2007|14.16|13/03/2019
767|716|75.26|18/02/2018
768|1662|121.02|30/03/2019
769|1486|154.26|25/05/2018
770|72|189.12|22/07/2019
771|2680|153.01|02/11/2018
772|1511|74.92|24/09/2018
773|371|133.58|03/03/2018
774|2384|132.43|30/05/2019
775|1439|15.29|09/01/2019
776|2594|151.63|04/01/2019
777|2028|44.77|27/07/2018
778|2598|122.92|14/10/2019
779|2505|183.22|06/12/2018
780|1786|107.93|14/12/2018
781|541|42.55|17/01/2019
782|507|114.84|26/10/2018
783|2533|86.69|11/09/2018
784|465|31.62|09/04/2018
785|401|29.57|28/05/2019
786|2862|74.11|29/01/2019
787|648|120.63|13/10/2019
788|978|8.41|26/07/2018
789|2410|182.85|04/04/2019
790|1985|164.35|13/01/2019
791|2396|105.39|28/11/2018
792|2640|65.74|17/02/2019
793|2005|86.07|30/05/2019
794|7|62.28|28/05/2019
795|2747|58.11|01/05/2019
796|2822|119.47|15/05/2019
797|1355|194.66|03/01/2018
798|79|17.81|06/10/2018
799|1517|13.96|13/12/2017
800|1076|127.07|08/11/2018
801|2117|191.43|29/11/2018
802|2696|78.92|18/12/2017
803|479|15.74|27/09/2018
804|1599|148.21|06/11/2019
805|1238|2.47|23/02/2018
806|2637|47.15|22/07/2018
807|2032|71.51|14/12/2017
808|45|99.56|30/11/2017
809|1554|38.43|29/05/2018
810|1399|34.87|05/07/2018
811|669|123.67|21/07/2019
812|1510|57.19|25/02/2018
813|2208|8.31|13/08/2018
814|1357|104.27|21/10/2019
815|1030|62.10|16/11/2018
816|1528|137.82|01/09/2018
817|1540|89.60|28/09/2019
818|1809|194.31|20/02/2019
819|2306|40.21|01/03/2019
820|838|158.49|21/09/2018
821|1900|182.67|18/12/2018
822|2468|27.37|10/08/2018
823|1312|150.66|04/06/2019
824|2296|66.64|19/10/2018
825|1404|81.75|26/03/2018
826|2862|15.79|04/06/2019
827|2028|58.68|02/08/2018
828|611|122.68|12/05/2018
829|2571|106.39|01/05/2018
830|2456|126.50|14/11/2018
831|433|184.48|03/07/2018
832|1908|68.99|07/09/2019
833|564|54.54|11/02/2018
834|1847|69.06|04/03/2018
835|2420|124.31|27/02/2018
836|2976|111.52|21/10/2018
837|2520|123.15|02/09/2019
838|1323|85.84|16/04/2019
839|2308|128.04|28/04/2019
840|1849|84.45|10/09/2019
841|2093|148.46|19/12/2017
842|2994|12.67|07/03/2019
843|5|13.91|25/09/2019
844|225|158.83|08/12/2018
845|169|184.72|29/03/2018
846|1054|50.69|14/01/2019
847|1814|125.27|08/07/2019
848|868|3.89|02/11/2019
849|1101|141.57|01/01/2018
850|2269|88.86|10/04/2018
851|420|116.35|25/04/2018
852|1299|53.92|11/08/2019
853|2394|25.05|18/03/2018
854|1669|163.55|08/08/2019
855|1341|35.08|08/07/2018
856|2896|114.37|24/07/2019
857|2567|31.29|10/01/2018
858|2909|44.80|20/01/2018
859|2009|144.48|23/02/2019
860|2795|137.33|18/06/2019
861|2818|122.37|15/08/2019
862|1534|105.72|22/09/2019
863|142|47.32|20/11/2019
864|1065|154.67|17/07/2018
865|881|149.05|21/04/2018
866|2587|65.71|27/01/2019
867|2599|87.87|30/12/2018
868|2695|100.50|14/05/2019
869|553|117.35|01/06/2018
870|454|90.27|20/03/2019
871|518|136.37|22/03/2019
872|888|143.50|17/04/2019
873|1669|137.22|28/06/2019
874|2920|5.55|03/05/2019
875|1204|179.13|09/08/2018
876|60|160.51|13/05/2019
877|2561|95.14|20/08/2019
878|2634|130.22|14/10/2019
879|247|124.95|02/08/2018
880|1541|139.14|24/12/2018
881|2631|70.55|03/03/2019
882|846|42.61|04/09/2018
883|18|19.32|16/06/2019
884|2961|105.97|22/09/2018
885|947|76.88|09/01/2019
886|2570|175.32|17/11/2018
887|825|174.42|24/06/2019
888|2666|75.42|29/03/2019
889|2771|179.79|18/02/2019
